id,title,html_url,content_id,external_url,indent,module_id,module_name,new_tab,page_url,position,publish_at,quiz_lti,type,url
10500000044139432,What is Academic Integrity (AI)?,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000044139432,,,0,10500000005589282,Academic Integrity in EECS,,what-is-academic-integrity-ai,1,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2361950/pages/what-is-academic-integrity-ai
10500000044139433,Why is Academic Integrity Important?,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000044139433,,,0,10500000005589282,Academic Integrity in EECS,,why-is-academic-integrity-important,2,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2361950/pages/why-is-academic-integrity-important
10500000044139434,Types of AI Violations,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000044139434,,,0,10500000005589282,Academic Integrity in EECS,,types-of-ai-violations,3,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2361950/pages/types-of-ai-violations
10500000044139435,Consequences of an AI Violation,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000044139435,,,0,10500000005589282,Academic Integrity in EECS,,consequences-of-an-ai-violation,4,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2361950/pages/consequences-of-an-ai-violation
10500000044139436,Academic Integrity Violation Process,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000044139436,,,0,10500000005589282,Academic Integrity in EECS,,academic-integrity-violation-process,5,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2361950/pages/academic-integrity-violation-process
10500000044139437,EECS Academic Integrity Quiz,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000044139437,10500000005269131,,0,10500000005589282,Academic Integrity in EECS,,,6,,False,Quiz,https://canvas.instructure.com/api/v1/courses/1050~2361950/quizzes/1050~5269131
10500000044088967,Lecture Set 1: Course Introduction,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000044088967,10500000172797991,,0,10500000005557827,Week 1,,,1,,False,File,https://canvas.instructure.com/api/v1/courses/1050~2361950/files/1050~172797991
10500000043918098,Lecture Set 2: Basic Number Representation,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000043918098,10500000172552488,,0,10500000005557827,Week 1,,,2,,False,File,https://canvas.instructure.com/api/v1/courses/1050~2361950/files/1050~172552488
10500000043918101,Basic Number Representation Video Lecture (Parts 1 - 3),https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000043918101,,,0,10500000005557827,Week 1,,basic-number-representation-video-lecture-parts-1-3,5,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2361950/pages/basic-number-representation-video-lecture-parts-1-3
10500000043918102,Basic Number Representation Video Lecture (Parts 4 - 7),https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000043918102,,,0,10500000005557827,Week 1,,basic-number-representation-video-lecture-parts-4-7,6,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2361950/pages/basic-number-representation-video-lecture-parts-4-7
10500000043918103,Basic Number Representation Video Lecture Quiz,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000043918103,10500000005251312,,0,10500000005557827,Week 1,,,7,,False,Quiz,https://canvas.instructure.com/api/v1/courses/1050~2361950/quizzes/1050~5251312
10500000043918104,DEB Demo Instructions - Electronic Copy,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000043918104,10500000172552469,,0,10500000005557828,Week 2,,,1,,False,File,https://canvas.instructure.com/api/v1/courses/1050~2361950/files/1050~172552469
10500000043918113,How to use the DEB-pdf,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000043918113,10500000172552538,,0,10500000005557828,Week 2,,,2,,False,File,https://canvas.instructure.com/api/v1/courses/1050~2361950/files/1050~172552538
10500000044227584,How to DEB - CMPEN 270 LAB Video,https://canvas.instructure.com/courses/10500000002361950/modules/items/10500000044227584,10500000000237819,https://psucanvas-prod.kaf.kaltura.com/browseandembed/index/media/entryid/1_oj00riur/showDescription/false/showTitle/false/showTags/false/showDuration/false/showOwner/false/showUploadDate/false/playerSize/608x402/playerSkin/54682112/,0,10500000005557828,Week 2,False,,3,,False,ExternalTool,https://canvas.instructure.com/api/v1/courses/1050~2361950/external_tools/sessionless_launch?id=10500000000237819&url=https%3A%2F%2Fpsucanvas-prod.kaf.kaltura.com%2Fbrowseandembed%2Findex%2Fmedia%2Fentryid%2F1_oj00riur%2FshowDescription%2Ffalse%2FshowTitle%2Ffalse%2FshowTags%2Ffalse%2FshowDuration%2Ffalse%2FshowOwner%2Ffalse%2FshowUploadDate%2Ffalse%2FplayerSize%2F608x402%2FplayerSkin%2F54682112%2F
