id,name,due_at,created_at,updated_at,html_url,allowed_attempts,annotatable_attachment_id,anonymize_students,anonymous_grading,anonymous_instructor_annotations,anonymous_peer_reviews,anonymous_submissions,assignment_group_id,automatic_peer_reviews,can_duplicate,course_id,description,due_date_required,external_tool_tag_attributes,final_grader_id,grade_group_students_individually,graded_submissions_exist,grader_comments_visible_to_graders,grader_count,grader_names_visible_to_final_grader,graders_anonymous_to_graders,grading_standard_id,grading_type,group_category_id,has_submitted_submissions,hide_in_gradebook,important_dates,in_closed_grading_period,intra_group_peer_reviews,is_quiz_assignment,lock_at,locked_for_user,lti_context_id,max_name_length,moderated_grading,muted,omit_from_final_grade,only_visible_to_overrides,original_assignment_id,original_assignment_name,original_course_id,original_lti_resource_link_id,original_quiz_id,peer_reviews,points_possible,position,post_manually,post_to_sis,published,quiz_id,require_lockdown_browser,restrict_quantitative_data,secure_params,submission_types,submissions_download_url,suppress_assignment,unlock_at,url,visible_to_everyone,workflow_state
10500000017639029,HW1,2025-09-16T02:00:00Z,2025-09-09T17:12:03Z,2025-09-23T14:46:31Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17639029,-1,,False,False,False,False,,10500000004254625,False,False,10500000002413841,,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-6708199"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""bbf5d8d80fbf5ea5d5679f6cba8f0f07584751b5"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-6708199""}}",,False,True,True,0,True,False,,points,,False,False,False,False,False,False,,False,513e6ec7-8b50-432d-ba70-d9ff420be0db,255,False,True,False,False,,,,,,False,100.0,1,False,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjUxM2U2ZWM3LThiNTAtNDMyZC1iYTcwLWQ5ZmY0MjBiZTBkYiJ9.PVaI6FUwfp5xo3mV0qYpsHrNKdhD_tcEvUR4eb3FS_E,"[""external_tool""]",https://canvas.instructure.com/courses/1050~2413841/assignments/1050~17639029/submissions?zip=1,False,,https://canvas.instructure.com/api/v1/courses/1050~2413841/external_tools/sessionless_launch?assignment_id=10500000017639029&launch_type=assessment,True,published
10500000017650234,HW2,2025-09-23T02:00:00Z,2025-09-16T02:36:09Z,2025-09-23T14:49:41Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17650234,-1,,False,False,False,False,,10500000004254625,False,False,10500000002413841,,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-6758995"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""88785729bf965d63ed5fdd9b2b19130e4b9ae88f"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-6758995""}}",,False,True,True,0,True,False,,points,,False,False,False,False,False,False,,False,800044d4-1c08-4cc0-957c-25e847ea893a,255,False,True,False,False,,,,,,False,100.0,2,False,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjgwMDA0NGQ0LTFjMDgtNGNjMC05NTdjLTI1ZTg0N2VhODkzYSJ9.28LhMcuQRc9fIGSLvIn4e2IQJNQ-jiQ4SsACm4gi86c,"[""external_tool""]",https://canvas.instructure.com/courses/1050~2413841/assignments/1050~17650234/submissions?zip=1,False,,https://canvas.instructure.com/api/v1/courses/1050~2413841/external_tools/sessionless_launch?assignment_id=10500000017650234&launch_type=assessment,True,published
10500000017660855,HW3,2025-09-30T02:00:00Z,2025-09-23T03:15:13Z,2025-09-23T14:51:03Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17660855,-1,,False,False,False,False,,10500000004254625,False,False,10500000002413841,,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-6819201"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""dcc89401641370da65aaccfe1c598f7711ffa70d"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-6819201""}}",,False,True,True,0,True,False,,points,,False,False,False,False,False,False,,False,603a84bc-9390-4161-9063-35a07c9bee06,255,False,True,False,False,,,,,,False,100.0,3,False,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjYwM2E4NGJjLTkzOTAtNDE2MS05MDYzLTM1YTA3YzliZWUwNiJ9.XV0CYm_kHJq7Ue4AVEIDKRcbAEkZO6c1YHIcy9lZxqM,"[""external_tool""]",https://canvas.instructure.com/courses/1050~2413841/assignments/1050~17660855/submissions?zip=1,False,,https://canvas.instructure.com/api/v1/courses/1050~2413841/external_tools/sessionless_launch?assignment_id=10500000017660855&launch_type=assessment,True,published
10500000017671080,HW4,2025-10-07T03:59:59Z,2025-09-30T04:11:15Z,2025-10-02T22:09:44Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17671080,-1,,False,False,False,False,,10500000004254625,False,False,10500000002413841,,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-6876139"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""2412cfad2f98570ce255902abb47ca24129ba710"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-6876139""}}",,False,True,True,0,True,False,,points,,False,False,False,False,False,False,,False,f96b384b-30e5-41e2-a08c-e7114b727a9f,255,False,True,False,False,,,,,,False,100.0,4,False,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6ImY5NmIzODRiLTMwZTUtNDFlMi1hMDhjLWU3MTE0YjcyN2E5ZiJ9.zJQ9lbas924YBBtWLCYoqSoY3dYtFNn7onUHRxHUkj8,"[""external_tool""]",https://canvas.instructure.com/courses/1050~2413841/assignments/1050~17671080/submissions?zip=1,False,,https://canvas.instructure.com/api/v1/courses/1050~2413841/external_tools/sessionless_launch?assignment_id=10500000017671080&launch_type=assessment,True,published
10500000017681219,HW5,2025-10-14T02:00:00Z,2025-10-07T02:14:51Z,2025-10-07T14:46:08Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17681219,-1,,False,False,False,False,,10500000004254625,False,False,10500000002413841,,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-6923915"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""6f230dabc40484559d01ae75f927ee80f087bdd8"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-6923915""}}",,False,True,True,0,True,False,,points,,False,False,False,False,False,False,,False,a676d562-7686-416a-b628-3fee20d53e0c,255,False,True,False,False,,,,,,False,100.0,5,False,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6ImE2NzZkNTYyLTc2ODYtNDE2YS1iNjI4LTNmZWUyMGQ1M2UwYyJ9.8rjuehhtjEPgQx0UaHeOGB0ppfuz-YhR2NwIjLe_dp0,"[""external_tool""]",https://canvas.instructure.com/courses/1050~2413841/assignments/1050~17681219/submissions?zip=1,False,,https://canvas.instructure.com/api/v1/courses/1050~2413841/external_tools/sessionless_launch?assignment_id=10500000017681219&launch_type=assessment,True,published
10500000017692455,HW6,2025-10-22T02:00:00Z,2025-10-14T02:21:42Z,2025-10-21T00:32:11Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17692455,-1,,False,False,False,False,,10500000004254625,False,False,10500000002413841,,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-6968366"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""0a9d26f3be88114b0a089070b63d66e03e1e01d0"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-6968366""}}",,False,False,True,0,True,False,,points,,False,False,False,False,False,False,,False,572d4f14-a139-4776-a449-b145be39c164,255,False,True,False,False,,,,,,False,100.0,6,False,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjU3MmQ0ZjE0LWExMzktNDc3Ni1hNDQ5LWIxNDViZTM5YzE2NCJ9.vA-uN-rV4OXxC3vLsZgeH33vPnqmvWweR069vCQ95aw,"[""external_tool""]",https://canvas.instructure.com/courses/1050~2413841/assignments/1050~17692455/submissions?zip=1,False,,https://canvas.instructure.com/api/v1/courses/1050~2413841/external_tools/sessionless_launch?assignment_id=10500000017692455&launch_type=assessment,True,published
10500000017703437,HW7,2025-10-28T02:00:00Z,2025-10-21T02:50:04Z,2025-10-24T21:03:22Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17703437,-1,,False,False,False,False,,10500000004254625,False,False,10500000002413841,,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-7012504"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""ce18f89da730cffe6e3e9edf62a8b8c9311aa5d9"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-7012504""}}",,False,False,True,0,True,False,,points,,False,False,False,False,False,False,,False,2131bc8f-7790-4fb1-a750-c5dc6c5dd7c6,255,False,True,False,False,,,,,,False,100.0,7,False,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjIxMzFiYzhmLTc3OTAtNGZiMS1hNzUwLWM1ZGM2YzVkZDdjNiJ9.TVkdLPas70Qk19Fa6iNgKsFPKmS7gat-pXqGrc81eyo,"[""external_tool""]",https://canvas.instructure.com/courses/1050~2413841/assignments/1050~17703437/submissions?zip=1,False,,https://canvas.instructure.com/api/v1/courses/1050~2413841/external_tools/sessionless_launch?assignment_id=10500000017703437&launch_type=assessment,True,published
10500000017661392,Quiz1,,2025-09-23T14:44:08Z,2025-09-23T14:46:46Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17661392,-1,,False,False,False,False,,10500000004301660,False,False,10500000002413841,,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment_container-261579"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""5a8bb2fa9ddef287a906674e7d9ded48108906e2"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment_container-261579""}}",,False,True,True,0,True,False,,points,,False,False,False,False,False,False,,False,694a30f6-9198-457f-b3aa-22e9727fe971,255,False,True,False,False,,,,,,False,10.0,2,False,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjY5NGEzMGY2LTkxOTgtNDU3Zi1iM2FhLTIyZTk3MjdmZTk3MSJ9.fWT8YyBdH1sNP94u8yI7EOk0Q_BbbI80dkywOY_NWP8,"[""external_tool""]",https://canvas.instructure.com/courses/1050~2413841/assignments/1050~17661392/submissions?zip=1,False,,https://canvas.instructure.com/api/v1/courses/1050~2413841/external_tools/sessionless_launch?assignment_id=10500000017661392&launch_type=assessment,True,published
10500000017661402,Quiz2,,2025-09-23T14:47:40Z,2025-09-23T14:47:49Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17661402,-1,,False,False,False,False,,10500000004301660,False,False,10500000002413841,,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment_container-265059"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""42a01bac248455540da1ea14db4925006592ab3c"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment_container-265059""}}",,False,True,True,0,True,False,,points,,False,False,False,False,False,False,,False,77533890-9419-4059-a0d8-fff138b641f0,255,False,True,False,False,,,,,,False,10.0,3,False,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6Ijc3NTMzODkwLTk0MTktNDA1OS1hMGQ4LWZmZjEzOGI2NDFmMCJ9.2Mgws6j0x8BLee7y1LPkLk93VUA4pUj268fpt8h5luM,"[""external_tool""]",https://canvas.instructure.com/courses/1050~2413841/assignments/1050~17661402/submissions?zip=1,False,,https://canvas.instructure.com/api/v1/courses/1050~2413841/external_tools/sessionless_launch?assignment_id=10500000017661402&launch_type=assessment,True,published
10500000017661407,Quiz 3,,2025-09-23T14:48:36Z,2025-09-23T14:48:58Z,https://canvas.instructure.com/courses/10500000002413841/assignments/1050~17661407,-1,,False,False,False,False,,10500000004301660,False,False,10500000002413841,,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment_container-269883"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""1ff4788d6c6f2b3beed290c45e29043da89022c2"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment_container-269883""}}",,False,True,True,0,True,False,,points,,False,False,False,False,False,False,,False,7c844255-fc0a-4fd0-8f10-8f3d834f8ebd,255,False,True,False,False,,,,,,False,10.0,4,False,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjdjODQ0MjU1LWZjMGEtNGZkMC04ZjEwLThmM2Q4MzRmOGViZCJ9.eFCXaITN3hi2BxG9I2UxsYOyOslCr67qsPw8jw3ieUM,"[""external_tool""]",https://canvas.instructure.com/courses/1050~2413841/assignments/1050~17661407/submissions?zip=1,False,,https://canvas.instructure.com/api/v1/courses/1050~2413841/external_tools/sessionless_launch?assignment_id=10500000017661407&launch_type=assessment,True,published
